token,count,coverage_percent
92,79,0.00
0310,79,0.00
xian,79,0.00
0912,79,0.00
mars,79,0.00
0217,79,0.00
yuyu,79,0.00
159753,79,0.00
0315,79,0.00
923,79,0.00
wangbin,79,0.00
lixiang,79,0.00
zwh,79,0.00
64,79,0.00
leilei,78,0.00
cyx,78,0.00
water,78,0.00
yhj,78,0.00
sn,78,0.00
yanyan,78,0.00
bill,78,0.00
tk,78,0.00
hyz,78,0.00
czj,78,0.00
826,78,0.00
zgh,78,0.00
linda,78,0.00
tm,78,0.00
ps,78,0.00
wch,78,0.00
hyb,78,0.00
721,78,0.00
zww,78,0.00
0125,78,0.00
hwj,78,0.00
0812,78,0.00
yjl,78,0.00
xiaoqiang,78,0.00
xyh,78,0.00
615,78,0.00
lhf,78,0.00
wenwen,77,0.00
0922,77,0.00
qx,77,0.00
4869,77,0.00
binbin,77,0.00
likai,77,0.00
liubin,77,0.00
new,77,0.00
wcy,77,0.00
xiaolong,77,0.00
shuang,77,0.00
131421,77,0.00
aaron,77,0.00
qqqq,77,0.00
lipeng,77,0.00
zdy,77,0.00
zsc,77,0.00
amy,77,0.00
70,77,0.00
0801,77,0.00
liyong,77,0.00
cctv,77,0.00
hehe,77,0.00
liujian,77,0.00
lcx,77,0.00
crystal,77,0.00
71,77,0.00
zjz,77,0.00
612,77,0.00
chenjian,76,0.00
925,76,0.00
hyx,76,0.00
xxf,76,0.00
811,76,0.00
chenhao,76,0.00
liuxin,76,0.00
yxd,76,0.00
dongdong,76,0.00
chenyu,76,0.00
zlx,76,0.00
0824,76,0.00
111222,76,0.00
0723,76,0.00
0707,76,0.00
bob,76,0.00
yangfan,76,0.00
zlp,76,0.00
chl,76,0.00
yxj,76,0.00
712,76,0.00
lichao,76,0.00
lihao,76,0.00
0228,76,0.00
1943,76,0.00
728,76,0.00
zlf,76,0.00
hjb,76,0.00
xiaobai,76,0.00
wangpeng,76,0.00
echo,76,0.00
chenjun,76,0.00
lmx,76,0.00
0818,75,0.00
fz,75,0.00
416,75,0.00
yxf,75,0.00
123000,75,0.00
susan,75,0.00
yuanyuan,75,0.00
hxh,75,0.00
wwl,75,0.00
mq,75,0.00
731,75,0.00
tq,75,0.00
825,75,0.00
tingting,75,0.00
wuhao,75,0.00
0124,75,0.00
dm,75,0.00
021,75,0.00
0906,75,0.00
ysh,75,0.00
202,75,0.00
lsp,75,0.00
0319,75,0.00
xyf,75,0.00
lhq,75,0.00
0316,75,0.00
kun,75,0.00
jkl,75,0.00
0o,75,0.00
liukai,75,0.00
0928,75,0.00
wyt,74,0.00
136,74,0.00
0927,74,0.00
cxf,74,0.00
zhuang,74,0.00
0326,74,0.00
0628,74,0.00
hxj,74,0.00
xzh,74,0.00
722,74,0.00
lyd,74,0.00
jn,74,0.00
9988,74,0.00
cong,74,0.00
lucky,74,0.00
0826,74,0.00
tz,74,0.00
819,73,0.00
023,73,0.00
wuwei,73,0.00
liulei,73,0.00
53,73,0.00
zyd,73,0.00
op,73,0.00
0301,73,0.00
lilin,73,0.00
sdf,73,0.00
eagle,73,0.00
hlj,73,0.00
sandy,73,0.00
0606,73,0.00
0108,73,0.00
xujun,73,0.00
zhangyan,73,0.00
yanzi,73,0.00
liqiang,73,0.00
hhy,73,0.00
0212,73,0.00
423,73,0.00
ads,73,0.00
ivan,72,0.00
zcf,72,0.00
moon,72,0.00
martin,72,0.00
922,72,0.00
lwb,72,0.00
zml,72,0.00
mt,72,0.00
0411,72,0.00
xjj,72,0.00
715,72,0.00
sophia,72,0.00
temp,72,0.00
wsf,72,0.00
0516,72,0.00
wendy,72,0.00
4321,72,0.00
0527,72,0.00
shilei,72,0.00
wpf,72,0.00
lxs,72,0.00
gk,72,0.00
jd,72,0.00
203,72,0.00
1412,72,0.00
0929,72,0.00
xjy,72,0.00
ljt,72,0.00
sohu,72,0.00
0321,72,0.00
0721,72,0.00
lifei,72,0.00
shanshan,72,0.00
lyw,72,0.00
sos,72,0.00
zjg,72,0.00
caonima,72,0.00
418,72,0.00
0618,72,0.00
0112,71,0.00
ysy,71,0.00
qf,71,0.00
cxw,71,0.00
panda,71,0.00
vv,71,0.00
jenny,71,0.00
lcc,71,0.00
czw,71,0.00
wxz,71,0.00
011,71,0.00
qc,71,0.00
gyh,71,0.00
wujun,71,0.00
0809,71,0.00
0128,71,0.00
mk,71,0.00
csj,71,0.00
cr,71,0.00
zss,71,0.00
liubo,71,0.00
134,71,0.00
lgl,71,0.00
nuaa,71,0.00
727,70,0.00
fb,70,0.00
ky,70,0.00
zhz,70,0.00
xiaofei,70,0.00
0417,70,0.00
0702,70,0.00
hewei,70,0.00
yht,70,0.00
wly,70,0.00
liuyan,70,0.00
999999,70,0.00
wxg,70,0.00
szy,70,0.00
fd,70,0.00
3333,70,0.00
wzm,70,0.00
mh,70,0.00
822,70,0.00
417,70,0.00
303,70,0.00
0520,70,0.00
chenchen,70,0.00
sxf,70,0.00
821,70,0.00
0811,70,0.00
guoguo,70,0.00
zmm,70,0.00
daniel,70,0.00
629,70,0.00
ke,70,0.00
098,70,0.00
go,69,0.00
asdfghjkl,69,0.00
0920,69,0.00
914,69,0.00
0810,69,0.00
0314,69,0.00
huahua,69,0.00
shl,69,0.00
2k,69,0.00
413,69,0.00
xiaoyao,69,0.00
lemon,69,0.00
wsw,69,0.00
hxf,69,0.00
zyg,69,0.00
0924,69,0.00
0926,69,0.00
12321,69,0.00
cyp,69,0.00
lgq,69,0.00
hyy,69,0.00
150,69,0.00
tp,69,0.00
lhw,69,0.00
xyy,69,0.00
829,69,0.00
tyldd,69,0.00
chenlei,69,0.00
wxp,68,0.00
keke,68,0.00
0513,68,0.00
410,68,0.00
forever,68,0.00
chenjie,68,0.00
2100,68,0.00
ccy,68,0.00
zgy,68,0.00
free,68,0.00
yyq,68,0.00
331,68,0.00
0412,68,0.00
xzl,68,0.00
415,68,0.00
zsf,68,0.00
hzq,68,0.00
0121,68,0.00
0118,67,0.00
william,67,0.00
808,67,0.00
xi,67,0.00
420,67,0.00
208,67,0.00
720,67,0.00
00001,67,0.00
0104,67,0.00
0921,67,0.00
swj,67,0.00
93,67,0.00
cjf,67,0.00
sjy,67,0.00
301,67,0.00
40,67,0.00
3e,67,0.00
0908,67,0.00
345,67,0.00
liufeng,67,0.00
zlm,67,0.00
0828,67,0.00
wyd,67,0.00
zhp,67,0.00
725,67,0.00
726,67,0.00
0201,67,0.00
427,67,0.00
59,67,0.00
cxx,67,0.00
sr,67,0.00
cet,67,0.00
chenxi,66,0.00
0218,66,0.00
yjy,66,0.00
62,66,0.00
0313,66,0.00
csh,66,0.00
0813,66,0.00
263,66,0.00
zwy,66,0.00
910,66,0.00
xyl,66,0.00
cxm,66,0.00
wdy,66,0.00
mingming,66,0.00
0728,66,0.00
wqh,66,0.00
0712,66,0.00
0901,66,0.00
jojo,66,0.00
llx,66,0.00
yezi,66,0.00
hxm,66,0.00
988,66,0.00
zsz,66,0.00
456789,66,0.00
jim,66,0.00
ligang,66,0.00
gan,66,0.00
716,66,0.00
ldw,66,0.00
chenlin,66,0.00
0517,66,0.00
zcc,66,0.00
xujie,66,0.00
wangqi,66,0.00
lzf,66,0.00
user,66,0.00
xjh,66,0.00
gjh,66,0.00
mu,66,0.00
liuli,66,0.00
411,66,0.00
714,65,0.00
0207,65,0.00
syy,65,0.00
yn,65,0.00
coco,65,0.00
624,65,0.00
sjl,65,0.00
012,65,0.00
0713,65,0.00
wcj,65,0.00
lqh,65,0.00
limin,65,0.00
lsm,65,0.00
zhanghui,65,0.00
flying,65,0.00
sxj,65,0.00
0324,65,0.00
104,65,0.00
0822,65,0.00
cxc,65,0.00
szh,65,0.00
025,65,0.00
817,65,0.00
0320,65,0.00
0501,65,0.00
60,65,0.00
yaoyao,64,0.00
hang,64,0.00
0403,64,0.00
cyq,64,0.00
0823,64,0.00
wangyong,64,0.00
sai,64,0.00
yyc,64,0.00
gui,64,0.00
zgq,64,0.00
0317,64,0.00
xiaoxin,64,0.00
szw,64,0.00
0302,64,0.00
ouyang,64,0.00
2b,64,0.00
425,64,0.00
liupeng,64,0.00
189,64,0.00
521314,64,0.00
11223344,64,0.00
yzx,64,0.00
0219,64,0.00
0103,64,0.00
hcy,64,0.00
0305,64,0.00
500,64,0.00
dp,64,0.00
de,64,0.00
fa,64,0.00
0817,64,0.00
wjp,64,0.00
306,64,0.00
wlx,64,0.00
longlong,64,0.00
chenhui,64,0.00
kitty,64,0.00
419,64,0.00
zhangjing,64,0.00
tina,64,0.00
liuhao,64,0.00
719,64,0.00
zhangtao,64,0.00
toiit,64,0.00
zzs,63,0.00
zqs,63,0.00
20092009,63,0.00
789456123,63,0.00
liyi,63,0.00
0623,63,0.00
0714,63,0.00
dn,63,0.00
zhangyang,63,0.00
20000,63,0.00
victor,63,0.00
812,63,0.00
zpf,63,0.00
0627,63,0.00
lsx,63,0.00
zhc,63,0.00
yzj,63,0.00
5555,63,0.00
zql,63,0.00
0220,63,0.00
7777777,63,0.00
ljg,63,0.00
na,63,0.00
ljz,63,0.00
710,63,0.00
0213,63,0.00
syq,63,0.00
le,63,0.00
whw,63,0.00
0306,63,0.00
fm,63,0.00
0820,63,0.00
0420,63,0.00
yzl,63,0.00
yangjun,63,0.00
hzj,63,0.00
mz,63,0.00
xxj,63,0.00
0309,62,0.00
0601,62,0.00
nancy,62,0.00
liying,62,0.00
jhy,62,0.00
123789,62,0.00
0318,62,0.00
505,62,0.00
ge,62,0.00
liyuan,62,0.00
0209,62,0.00
yxw,62,0.00
0119,62,0.00
zcs,62,0.00
0905,62,0.00
0401,62,0.00
302,62,0.00
fg,62,0.00
1900,62,0.00
zhangxin,62,0.00
al,62,0.00
mxy,62,0.00
bt,62,0.00
jsj,62,0.00
zhangli,62,0.00
shine,62,0.00
0804,62,0.00
aw,62,0.00
lizhi,62,0.00
zhaowei,62,0.00
no,62,0.00
liujing,62,0.00
chun,62,0.00
0422,62,0.00
qd,62,0.00
cxz,62,0.00
syf,62,0.00
0612,62,0.00
0616,62,0.00
0127,62,0.00
xubin,62,0.00
liqi,61,0.00
lcf,61,0.00
lhh,61,0.00
sjj,61,0.00
lhp,61,0.00
heyong,61,0.00
slj,61,0.00
0327,61,0.00
abcde,61,0.00
shj,61,0.00
0622,61,0.00
wdx,61,0.00
csl,61,0.00
wyg,61,0.00
wqs,61,0.00
627,61,0.00
168168,61,0.00
wds,61,0.00
231,61,0.00
99999,61,0.00
ppp,61,0.00
205,61,0.00
liufei,61,0.00
0503,61,0.00
hys,61,0.00
wjz,61,0.00
wgy,61,0.00
0205,61,0.00
5678,61,0.00
0711,61,0.00
ych,61,0.00
lisa,61,0.00
666888,61,0.00
xhy,61,0.00
wdj,61,0.00
xzc,61,0.00
lzs,61,0.00
xzj,61,0.00
sjw,61,0.00
49,61,0.00
jinxin,61,0.00
limeng,61,0.00
wlq,61,0.00
827,61,0.00
lhc,61,0.00
linrongfa,61,0.00
cyz,60,0.00
vivi,60,0.00
5211,60,0.00
sjx,60,0.00
0613,60,0.00
zty,60,0.00
0913,60,0.00
down,60,0.00
wayne,60,0.00
ysl,60,0.00
814,60,0.00
930,60,0.00
gyf,60,0.00
2c,60,0.00
it,60,0.00
junjun,60,0.00
download,60,0.00
rock,60,0.00
dada,60,0.00
688,60,0.00
tracy,60,0.00
wsz,60,0.00
0304,60,0.00
wxs,60,0.00
cjc,60,0.00
wode,60,0.00
0000000000,60,0.00
0107,60,0.00
zqy,60,0.00
zxt,60,0.00
zky,60,0.00
nokia,60,0.00
wwx,60,0.00
zdw,60,0.00
0511,60,0.00
0519,60,0.00
chx,60,0.00
lyk,60,0.00
cwj,60,0.00
gxy,59,0.00
wanggang,59,0.00
yangli,59,0.00
0608,59,0.00
monkey,59,0.00
614,59,0.00
hzl,59,0.00
yangjie,59,0.00
305,59,0.00
zdh,59,0.00
1s,59,0.00
lhm,59,0.00
hsy,59,0.00
benben,59,0.00
cxq,59,0.00
0426,59,0.00
0916,59,0.00
yjw,59,0.00
cjx,59,0.00
0715,59,0.00
lidan,59,0.00
wujie,59,0.00
0915,59,0.00
ddd,59,0.00
wym,59,0.00
729,59,0.00
hunter,59,0.00
wls,59,0.00
0221,59,0.00
0624,59,0.00
er,59,0.00
zds,59,0.00
hjc,59,0.00
963,59,0.00
0506,59,0.00
0802,59,0.00
dxl,59,0.00
lijia,59,0.00
wql,59,0.00
yzc,59,0.00
zqh,59,0.00
zmj,59,0.00
freedoing,59,0.00
zgx,58,0.00
422,58,0.00
zhangpeng,58,0.00
roger,58,0.00
bbs,58,0.00
0629,58,0.00
0821,58,0.00
colin,58,0.00
sunwei,58,0.00
0829,58,0.00
code,58,0.00
1968,58,0.00
0410,58,0.00
0415,58,0.00
fk,58,0.00
588,58,0.00
42,58,0.00
liuchao,58,0.00
3d,58,0.00
nini,58,0.00
209,58,0.00
ks,58,0.00
778899,58,0.00
sally,58,0.00
yangbo,58,0.00
0504,58,0.00
889,58,0.00
lirui,58,0.00
924,58,0.00
wzp,58,0.00
harry,58,0.00
paul,58,0.00
0819,58,0.00
0603,58,0.00
222222,58,0.00
lwx,58,0.00
hsj,58,0.00
yanglei,58,0.00
0425,58,0.00
0528,58,0.00
ycy,58,0.00
426,57,0.00
0625,57,0.00
xiaoli,57,0.00
0609,57,0.00
0325,57,0.00
xulei,57,0.00
0725,57,0.00
0917,57,0.00
ufo,57,0.00
gyl,57,0.00
zmy,57,0.00
ywj,57,0.00
824,57,0.00
yiyi,57,0.00
0223,57,0.00
lining,57,0.00
zmx,57,0.00
wsk,57,0.00
xyq,57,0.00
0919,57,0.00
630,57,0.00
xcl,57,0.00
ee,57,0.00
sean,57,0.00
dyh,57,0.00
killer,57,0.00
lgx,57,0.00
wsc,57,0.00
hujun,57,0.00
whx,57,0.00
0525,57,0.00
hetao,57,0.00
dxy,57,0.00
0109,57,0.00
css,57,0.00
hawk,57,0.00
pang,57,0.00
ghy,57,0.00
lilingjie,57,0.00
jyj,56,0.00
999999999,56,0.00
shadow,56,0.00
xzq,56,0.00
llf,56,0.00
0329,56,0.00
lml,56,0.00
yr,56,0.00
cindy,56,0.00
lty,56,0.00
wangkai,56,0.00
lds,56,0.00
0611,56,0.00
xiaojun,56,0.00
0703,56,0.00
zhd,56,0.00
wmj,56,0.00
166,56,0.00
may,56,0.00
edison,56,0.00
mxl,56,0.00
roy,56,0.00
456852,56,0.00
yxb,56,0.00
lsf,56,0.00
wwq,56,0.00
xjf,56,0.00
czc,56,0.00
0208,56,0.00
qu,56,0.00
syx,56,0.00
ghj,56,0.00
230,56,0.00
0515,56,0.00
0914,56,0.00
adsl,56,0.00
whm,56,0.00
0925,56,0.00
doudou,56,0.00
1970,56,0.00
wangzhen,56,0.00
xwj,56,0.00
lala,56,0.00
wwh,56,0.00
0206,56,0.00
501,56,0.00
wangdong,55,0.00
xiaohui,55,0.00
lhs,55,0.00
qh,55,0.00
2e,55,0.00
liuyong,55,0.00
0122,55,0.00
vincent,55,0.00
gavin,55,0.00
yyz,55,0.00
yym,55,0.00
sxd,55,0.00
524,55,0.00
huwei,55,0.00
307,55,0.00
0120,55,0.00
wjg,55,0.00
dhy,55,0.00
allan,55,0.00
gyj,55,0.00
zdl,55,0.00
0413,55,0.00
20080808,55,0.00
lsz,55,0.00
haiyang,55,0.00
chi,55,0.00
guowei,55,0.00
syz,55,0.00
jzy,55,0.00
yzw,55,0.00
110120,55,0.00
156,55,0.00
ldh,55,0.00
1qaz,55,0.00
pw,55,0.00
pb,55,0.00
0907,55,0.00
2030,55,0.00
yjf,55,0.00
dahai,55,0.00
km,55,0.00
199,55,0.00
0110,55,0.00
wangfeng,55,0.00
zby,55,0.00
0708,55,0.00
yujian,55,0.00
ydt,55,0.00
lqy,55,0.00
wyw,55,0.00
lql,55,0.00
0427,55,0.00
xsy,54,0.00
ax,54,0.00
fxy,54,0.00
cjm,54,0.00
wujian,54,0.00
seven,54,0.00
feixiang,54,0.00
jxl,54,0.00
zhangqi,54,0.00
abcdefg,54,0.00
gxl,54,0.00
wlm,54,0.00
wzb,54,0.00
biao,54,0.00
sch,54,0.00
206,54,0.00
ysj,54,0.00
ygh,54,0.00
0421,54,0.00
lcg,54,0.00
0729,54,0.00
zwd,54,0.00
1949,54,0.00
dyy,54,0.00
131420,54,0.00
liuying,54,0.00
hjs,54,0.00
ivy,54,0.00
liuqiang,54,0.00
wsm,54,0.00
lwy,54,0.00
xiaolin,54,0.00
xzx,54,0.00
grace,54,0.00
0510,54,0.00
zjk,54,0.00
hch,54,0.00
xiaoming,54,0.00
lgj,54,0.00
0524,54,0.00
xujian,54,0.00
xiaojian,54,0.00
yyx,54,0.00
0123456,54,0.00
tzy,54,0.00
lilong,54,0.00
1437,54,0.00
0705,53,0.00
hzw,53,0.00
zhangxu,53,0.00
tg,53,0.00
0620,53,0.00
whh,53,0.00
lyn,53,0.00
xjl,53,0.00
shiwei,53,0.00
wlf,53,0.00
mxj,53,0.00
zhujun,53,0.00
llh,53,0.00
xhf,53,0.00
xiaojie,53,0.00
af,53,0.00
wubin,53,0.00
laopo,53,0.00
0827,53,0.00
jq,53,0.00
hyw,53,0.00
wjt,53,0.00
0502,53,0.00
clj,53,0.00
0129,53,0.00
yyt,53,0.00
weng,53,0.00
ada,53,0.00
0902,53,0.00
xr,53,0.00
0610,53,0.00
xiaodong,53,0.00
zhangbin,53,0.00
0416,53,0.00
zlq,53,0.00
jessica,53,0.00
wlp,53,0.00
wwy,53,0.00
2018,53,0.00
haohao,53,0.00
lqs,53,0.00
zgj,53,0.00
0602,53,0.00
xzw,53,0.00
962464,53,0.00
bg,53,0.00
chenli,52,0.00
prince,52,0.00
majun,52,0.00
rj,52,0.00
eva,52,0.00
jiangwei,52,0.00
yjx,52,0.00
yuwei,52,0.00
0619,52,0.00
852,52,0.00
hacker,52,0.00
300,52,0.00
szx,52,0.00
alice,52,0.00
whp,52,0.00
0414,52,0.00
111111111,52,0.00
haozi,52,0.00
8610,52,0.00
0726,52,0.00
0617,52,0.00
531,52,0.00
yyb,52,0.00
0505,52,0.00
magic,52,0.00
789456,52,0.00
232,52,0.00
xch,52,0.00
chenliang,52,0.00
vicky,52,0.00
233,52,0.00
hsh,52,0.00
wqy,52,0.00
mf,52,0.00
wade,52,0.00
dyf,52,0.00
hhl,52,0.00
hanbing,52,0.00
lynn,52,0.00
gzy,52,0.00
414,52,0.00
lmc,52,0.00
mary,52,0.00
ran,52,0.00
boshigangchang,52,0.00
007007,51,0.00
heng,51,0.00
daisy,51,0.00
along,51,0.00
whq,51,0.00
zwf,51,0.00
cwl,51,0.00
wangjin,51,0.00
020,51,0.00
868,51,0.00
429,51,0.00
zyk,51,0.00
yxm,51,0.00
hanhan,51,0.00
mp,51,0.00
cyb,51,0.00
wgq,51,0.00
wanglong,51,0.00
0722,51,0.00
kimi,51,0.00
3210,51,0.00
0105,51,0.00
george,51,0.00
geng,51,0.00
2014,51,0.00
kof,51,0.00
2121,51,0.00
accp,51,0.00
adam,51,0.00
ldl,51,0.00
zhg,51,0.00
pop,51,0.00
0429,51,0.00
0930,51,0.00
sherry,51,0.00
0803,51,0.00
csc,51,0.00
cll,51,0.00
wangliang,51,0.00
cathy,51,0.00
wgl,51,0.00
dzy,51,0.00
zmh,51,0.00
zlw,51,0.00
mail,51,0.00
justin,51,0.00
0409,51,0.00
czm,51,0.00
bh,51,0.00
178,51,0.00
cym,51,0.00
jyl,51,0.00
zsp,51,0.00
tianya,51,0.00
0621,51,0.00
liuxing,51,0.00
pt,51,0.00
czl,51,0.00
169,51,0.00
maenbin,51,0.00
lzk,50,0.00
yjm,50,0.00
0323,50,0.00
td,50,0.00
308,50,0.00
123698745,50,0.00
ha,50,0.00
youyou,50,0.00
yxc,50,0.00
1969,50,0.00
hathaway,50,0.00
hhj,50,0.00
235,50,0.00
mg,50,0.00
huangwei,50,0.00
1b,50,0.00
huo,50,0.00
gzh,50,0.00
0615,50,0.00
wzs,50,0.00
1860,50,0.00
ko,50,0.00
wangying,50,0.00
zdx,50,0.00
beibei,50,0.00
zcw,50,0.00
yjs,50,0.00
603,50,0.00
xll,50,0.00
lwz,50,0.00
robert,50,0.00
xuchao,50,0.00
yangyu,50,0.00
xxm,50,0.00
zhai,50,0.00
0522,50,0.00
0423,50,0.00
shirley,50,0.00
zgl,50,0.00
soft,50,0.00
430,50,0.00
lxt,50,0.00
hcl,50,0.00
5945,50,0.00
wml,50,0.00
0614,50,0.00
cys,50,0.00
zhk,50,0.00
whc,50,0.00
yhx,50,0.00
hxb,49,0.00
winner,49,0.00
ba,49,0.00
maggie,49,0.00
djh,49,0.00
yangyi,49,0.00
chenchao,49,0.00
0806,49,0.00
753951,49,0.00
wjd,49,0.00
chu,49,0.00
se,49,0.00
gaofeng,49,0.00
linan,49,0.00
whz,49,0.00
kelly,49,0.00
yll,49,0.00
nb,49,0.00
tyl,49,0.00
0111,49,0.00
cxs,49,0.00
helen,49,0.00
libing,49,0.00
909,49,0.00
xiazai,49,0.00
hym,49,0.00
zhangrui,49,0.00
4ever,49,0.00
am,49,0.00
xiaobo,49,0.00
cyt,49,0.00
yyp,49,0.00
lgf,49,0.00
miaomiao,49,0.00
12300,49,0.00
xxh,49,0.00
csd,49,0.00
wsad,49,0.00
hsl,49,0.00
hzc,49,0.00
wenhui,49,0.00
xiaoyang,49,0.00
rr,49,0.00
0130,49,0.00
power,49,0.00
hzg,48,0.00
will,48,0.00
angela,48,0.00
1818,48,0.00
oscar,48,0.00
sxh,48,0.00
maple,48,0.00
xyx,48,0.00
sll,48,0.00
zhouyu,48,0.00
huhu,48,0.00
0407,48,0.00
0706,48,0.00
lgc,48,0.00
0418,48,0.00
zls,48,0.00
yjc,48,0.00
0529,48,0.00
qweasd,48,0.00
wxt,48,0.00
xhb,48,0.00
ssy,48,0.00
ah,48,0.00
309,48,0.00
asdasd,48,0.00
windows,48,0.00
tu,48,0.00
hzm,48,0.00
lcs,48,0.00
sjf,48,0.00
liuqi,48,0.00
zhangkai,48,0.00
zcm,48,0.00
lijin,48,0.00
lixu,48,0.00
0405,48,0.00
229,48,0.00
linux,48,0.00
hjm,48,0.00
kyo,48,0.00
lhg,48,0.00
xn,48,0.00
txy,48,0.00
lion,48,0.00
xiaoyi,48,0.00
bx,48,0.00
zhr,48,0.00
czf,48,0.00
lxk,48,0.00
wcf,48,0.00
12341234,48,0.00
lsd,48,0.00
wlh,48,0.00
yufeng,48,0.00
0720,48,0.00
0727,48,0.00
qm,48,0.00
hyt,48,0.00
zlb,47,0.00
204,47,0.00
kiki,47,0.00
lizhen,47,0.00
zsg,47,0.00
zdd,47,0.00
yubo,47,0.00
wer,47,0.00
ldc,47,0.00
0226,47,0.00
cly,47,0.00
hjq,47,0.00
xxw,47,0.00
wwz,47,0.00
zmc,47,0.00
myf,47,0.00
gary,47,0.00
0805,47,0.00
dawei,47,0.00
huanhuan,47,0.00
110119,47,0.00
dr,47,0.00
demon,47,0.00
yjq,47,0.00
2d,47,0.00
wcl,47,0.00
321321,47,0.00
jiejie,47,0.00
1313,47,0.00
melody,47,0.00
xinyu,47,0.00
1233,47,0.00
tank,47,0.00
0904,47,0.00
andrew,47,0.00
tyc,47,0.00
hxc,47,0.00
0807,47,0.00
dyj,47,0.00
0408,47,0.00
scl,47,0.00
ccl,47,0.00
ljd,47,0.00
llq,47,0.00
ca,47,0.00
hanyu,47,0.00
hgh,47,0.00
yxx,47,0.00
wanglin,46,0.00
bear,46,0.00
liyue,46,0.00
zdq,46,0.00
0724,46,0.00
424,46,0.00
wuming,46,0.00
liping,46,0.00
wuyu,46,0.00
0419,46,0.00
xiaohu,46,0.00
zwc,46,0.00
licheng,46,0.00
mouse,46,0.00
lwt,46,0.00
xiaoxi,46,0.00
whs,46,0.00
chengang,46,0.00
zqw,46,0.00
wwb,46,0.00
dyx,46,0.00
890,46,0.00
121212,46,0.00
207,46,0.00
xcy,46,0.00
sxm,46,0.00
wangrui,46,0.00
xiaoqi,46,0.00
csq,46,0.00
lbh,46,0.00
snake,46,0.00
ljk,46,0.00
chenbo,46,0.00
yangjian,46,0.00
zgf,46,0.00
0830,46,0.00
zoe,46,0.00
0526,46,0.00
ysq,46,0.00
0718,46,0.00
mimi,46,0.00
401,46,0.00
liuming,46,0.00
liumin,46,0.00
0531,46,0.00
zqf,46,0.00
conan,46,0.00
yys,46,0.00
428,46,0.00
johnson,46,0.00
huawei,46,0.00
xiaogang,46,0.00
yxp,46,0.00
gyc,46,0.00
20082008,46,0.00
251314,46,0.00
cici,46,0.00
wwt,46,0.00
0514,46,0.00
wangmeng,46,0.00
xuxu,46,0.00
dwj,46,0.00
wsp,46,0.00
cgy,46,0.00
kaixin,46,0.00
mxh,46,0.00
llm,46,0.00
wzz,46,0.00
wujing,46,0.00
register,46,0.00
ljn,45,0.00
tianyu,45,0.00
czp,45,0.00
yangyong,45,0.00
lenovo,45,0.00
zsm,45,0.00
hxd,45,0.00
wqf,45,0.00
zuo,45,0.00
johnny,45,0.00
bluesky,45,0.00
0716,45,0.00
zqx,45,0.00
liji,45,0.00
hyp,45,0.00
lww,45,0.00
lanlan,45,0.00
lgd,45,0.00
djj,45,0.00
red,45,0.00
0007,45,0.00
qwerty,45,0.00
jxj,45,0.00
wsd,45,0.00
0117,45,0.00
010203,45,0.00
0113,45,0.00
2015,45,0.00
12344321,45,0.00
xxc,45,0.00
0307,45,0.00
dzh,45,0.00
cloud,45,0.00
aj,45,0.00
hi,45,0.00
richard,45,0.00
236,45,0.00
wyk,45,0.00
568,45,0.00
yhw,45,0.00
fanfan,45,0.00
lfy,45,0.00
jyf,45,0.00
151,45,0.00
0227,45,0.00
gr,45,0.00
lmz,45,0.00
zcb,45,0.00
bbb,45,0.00
514,45,0.00
0626,45,0.00
bs,45,0.00
0116,45,0.00
kuang,45,0.00
lws,45,0.00
haitao,45,0.00
xxd,45,0.00
cwq,44,0.00
xiaozhu,44,0.00
wangjia,44,0.00
zhanglin,44,0.00
liuliu,44,0.00
chf,44,0.00
wdl,44,0.00
zfy,44,0.00
swl,44,0.00
dudu,44,0.00
mw,44,0.00
zjt,44,0.00
lingling,44,0.00
hxx,44,0.00
2,44,0.00
16888,44,0.00
likun,44,0.00
wmh,44,0.00
woshishui,44,0.00
zxr,44,0.00
lbj,44,0.00
tim,44,0.00
143,44,0.00
wfy,44,0.00
lidong,44,0.00
cht,44,0.00
dou,44,0.00
hjg,44,0.00
meimei,44,0.00
sjz,44,0.00
830,44,0.00
emily,44,0.00
ldd,44,0.00
wuyan,44,0.00
edward,44,0.00
txl,44,0.00
lixiao,44,0.00
mi,44,0.00
chuan,44,0.00
xuyang,44,0.00
chenyan,44,0.00
zgz,44,0.00
cxb,44,0.00
llp,44,0.00
web,44,0.00
xiaohan,44,0.00
0509,44,0.00
chenbin,44,0.00
lou,44,0.00
zhangjin,44,0.00
shb,44,0.00
ny,44,0.00
0507,44,0.00
chentao,44,0.00
cjb,44,0.00
0224,44,0.00
crazy,44,0.00
sunjian,44,0.00
dsy,44,0.00
2050,44,0.00
0428,44,0.00
601,44,0.00
153,44,0.00
wwf,43,0.00
0604,43,0.00
gaoyang,43,0.00
chenfeng,43,0.00
zhoujie,43,0.00
wdq,43,0.00
linfeng,43,0.00
nm,43,0.00
michelle,43,0.00
506,43,0.00
luoluo,43,0.00
xxq,43,0.00
winnie,43,0.00
sdw,43,0.00
ttt,43,0.00
nicholas,43,0.00
hanwei,43,0.00
chenjing,43,0.00
snail,43,0.00
sgh,43,0.00
csw,43,0.00
lgw,43,0.00
xsh,43,0.00
0002,43,0.00
hot,43,0.00
zqj,43,0.00
qt,43,0.00
990,43,0.00
book,43,0.00
yufei,43,0.00
ssj,43,0.00
0719,43,0.00
123654789,43,0.00
