token,weighted_count,coverage_percent
stuart,2.00,0.0005
mikel,2.00,0.0005
ike,2.00,0.0005
972,2.00,0.0005
82259,2.00,0.0005
0410,2.00,0.0005
roshan,2.00,0.0005
basheer,2.00,0.0005
mdf,2.00,0.0005
730,2.00,0.0005
kennedy,2.00,0.0005
dinesh,2.00,0.0005
maddox,2.00,0.0005
251,2.00,0.0005
0r,2.00,0.0005
khalid,2.00,0.0005
dolphins,2.00,0.0005
2389,2.00,0.0005
bubba,2.00,0.0005
0912,2.00,0.0005
jbomb,2.00,0.0005
ramos,2.00,0.0005
jose,2.00,0.0005
findanyfloor,2.00,0.0005
badri,2.00,0.0005
5678,2.00,0.0005
904,2.00,0.0005
bappa,2.00,0.0005
680,2.00,0.0005
online,2.00,0.0005
kat,2.00,0.0005
unitek,2.00,0.0005
529,2.00,0.0005
mitch,2.00,0.0005
1288,2.00,0.0005
462,2.00,0.0005
734,2.00,0.0005
587,2.00,0.0005
cm,2.00,0.0005
antiage,2.00,0.0005
leon,2.00,0.0005
290,2.00,0.0005
artur,2.00,0.0005
mishell,2.00,0.0005
ice,2.00,0.0005
0823,2.00,0.0005
donner,2.00,0.0005
1107,2.00,0.0005
andrewreynolds,2.00,0.0005
2903,2.00,0.0005
455,2.00,0.0005
abidemi,2.00,0.0005
mahesh,2.00,0.0005
sha,2.00,0.0005
1124,2.00,0.0005
dbon,2.00,0.0005
121191,2.00,0.0005
2040,2.00,0.0005
aldoyunus,2.00,0.0005
nick,2.00,0.0005
2290,2.00,0.0005
jan,2.00,0.0005
1569,2.00,0.0005
0709,2.00,0.0005
thortona,2.00,0.0005
tmanruns,2.00,0.0005
deepika,2.00,0.0005
5670,2.00,0.0005
socialmedia,2.00,0.0005
kre,2.00,0.0005
cristina,2.00,0.0005
7259,2.00,0.0005
cahwangun,2.00,0.0005
wljn,2.00,0.0005
rusty,2.00,0.0005
akash,2.00,0.0005
damoche,2.00,0.0005
ana,2.00,0.0005
gardunbr,2.00,0.0005
564,2.00,0.0005
qwe,2.00,0.0005
72001,2.00,0.0005
1385,2.00,0.0005
majinc,2.00,0.0005
337,2.00,0.0005
redz,2.00,0.0005
1106,2.00,0.0005
1230,2.00,0.0005
jenincs,2.00,0.0005
photo,2.00,0.0005
flygon,2.00,0.0005
satya,2.00,0.0005
1021,2.00,0.0005
moledina,2.00,0.0005
sandi,2.00,0.0005
music,2.00,0.0005
marian,2.00,0.0005
782,2.00,0.0005
jain,2.00,0.0005
8r,2.00,0.0005
22214,2.00,0.0005
22173,2.00,0.0005
neji,2.00,0.0005
nitin,2.00,0.0005
bc,2.00,0.0005
lindsay,2.00,0.0005
king,2.00,0.0005
0718,2.00,0.0005
800,2.00,0.0005
autumn,2.00,0.0005
cab,2.00,0.0005
1823,2.00,0.0005
bill,2.00,0.0005
hajoub,2.00,0.0005
bharath,2.00,0.0005
andy,2.00,0.0005
2109,2.00,0.0005
069,2.00,0.0005
2121,2.00,0.0005
momoh,2.00,0.0005
wijmenga,2.00,0.0005
kiko,2.00,0.0005
4760,2.00,0.0005
mueller,2.00,0.0005
kayak,2.00,0.0005
1280,1.50,0.0003
416,1.50,0.0003
140,1.50,0.0003
1800,1.50,0.0003
shari,1.50,0.0003
ab,1.50,0.0003
602,1.50,0.0003
potts,1.50,0.0003
jenna,1.50,0.0003
anne,1.50,0.0003
1006,1.50,0.0003
1157,1.50,0.0003
1953,1.50,0.0003
nichole,1.50,0.0003
236,1.50,0.0003
828,1.50,0.0003
2b,1.50,0.0003
dd,1.50,0.0003
710,1.50,0.0003
stewart,1.50,0.0003
0729,1.50,0.0003
373,1.50,0.0003
articles,1.50,0.0003
1220,1.50,0.0003
blade,1.50,0.0003
429,1.50,0.0003
dwood,1.50,0.0003
324,1.50,0.0003
eu,1.50,0.0003
jesse,1.50,0.0003
1331,1.50,0.0003
bb,1.50,0.0003
823,1.50,0.0003
charter,1.50,0.0003
168,1.50,0.0003
371,1.50,0.0003
6,1.50,0.0003
945,1.50,0.0003
740,1.50,0.0003
rocco,1.50,0.0003
508,1.50,0.0003
smith,1.50,0.0003
030,1.50,0.0003
roberts,1.50,0.0003
lm,1.50,0.0003
phil,1.50,0.0003
dolly,1.50,0.0003
0077,1.50,0.0003
298,1.50,0.0003
4les,1.50,0.0003
ks,1.50,0.0003
juan,1.50,0.0003
sid,1.50,0.0003
yoga,1.50,0.0003
hunt,1.50,0.0003
matthew,1.50,0.0003
es,1.50,0.0003
fg,1.50,0.0003
young,1.50,0.0003
830,1.50,0.0003
0312,1.50,0.0003
sami,1.50,0.0003
writer,1.50,0.0003
tj,1.50,0.0003
586,1.50,0.0003
nyu,1.50,0.0003
165,1.50,0.0003
alyssa,1.50,0.0003
jen,1.50,0.0003
033,1.50,0.0003
ta,1.50,0.0003
208,1.50,0.0003
1394,1.50,0.0003
mjm,1.50,0.0003
shorty,1.50,0.0003
3b,1.50,0.0003
beth,1.50,0.0003
roberto,1.50,0.0003
1003,1.50,0.0003
tash,1.50,0.0003
todd,1.50,0.0003
6391,1.50,0.0003
aditya,1.50,0.0003
kj,1.50,0.0003
sanjay,1.50,0.0003
san,1.50,0.0003
0302,1.50,0.0003
jodi,1.50,0.0003
pam,1.50,0.0003
babe,1.50,0.0003
rk,1.50,0.0003
ty,1.50,0.0003
1431,1.50,0.0003
christine,1.50,0.0003
2415,1.50,0.0003
1777,1.50,0.0003
sp,1.50,0.0003
smw,1.50,0.0003
900,1.50,0.0003
fi,1.50,0.0003
bd,1.50,0.0003
913,1.50,0.0003
440,1.50,0.0003
maus,1.50,0.0003
191,1.50,0.0003
jade,1.50,0.0003
amine,1.50,0.0003
375,1.50,0.0003
ruth,1.50,0.0003
004,1.50,0.0003
cmd,1.50,0.0003
lynne,1.50,0.0003
880,1.50,0.0003
kl,1.50,0.0003
anna,1.50,0.0003
576,1.50,0.0003
gl,1.50,0.0003
mishra,1.50,0.0003
ben,1.50,0.0003
knight,1.50,0.0003
238,1.50,0.0003
sa,1.50,0.0003
dl,1.50,0.0003
dec,1.50,0.0003
816,1.50,0.0003
306,1.50,0.0003
075,1.50,0.0003
300,1.50,0.0003
1958,1.50,0.0003
231,1.50,0.0003
487,1.50,0.0003
chantal,1.50,0.0003
088,1.50,0.0003
511,1.50,0.0003
hassan,1.50,0.0003
eric,1.50,0.0003
chase,1.50,0.0003
mario,1.50,0.0003
ann,1.50,0.0003
803,1.50,0.0003
1101,1.50,0.0003
1x,1.50,0.0003
414,1.50,0.0003
3a,1.50,0.0003
1ne,1.50,0.0003
alvin,1.50,0.0003
956,1.50,0.0003
0423,1.50,0.0003
jtp,1.50,0.0003
518,1.50,0.0003
mrvanc,1.50,0.0003
401,1.50,0.0003
2o,1.50,0.0003
alexandra,1.50,0.0003
3r,1.50,0.0003
2850,1.50,0.0003
rice,1.50,0.0003
shail,1.50,0.0003
rick,1.50,0.0003
boy,1.50,0.0003
cat,1.50,0.0003
hawk,1.50,0.0003
ec,1.50,0.0003
03047,1.50,0.0003
269,1.50,0.0003
3k,1.50,0.0003
gm,1.50,0.0003
nandini,1.50,0.0003
bdm,1.50,0.0003
ak,1.50,0.0003
0116,1.50,0.0003
gc,1.50,0.0003
js,1.50,0.0003
355,1.50,0.0003
cassie,1.50,0.0003
469,1.50,0.0003
bhaskar,1.50,0.0003
852,1.50,0.0003
ce,1.50,0.0003
1232,1.50,0.0003
1923,1.50,0.0003
578,1.50,0.0003
ru,1.50,0.0003
367,1.50,0.0003
hk,1.50,0.0003
cody,1.50,0.0003
kate,1.50,0.0003
adams,1.50,0.0003
an,1.50,0.0003
jm,1.50,0.0003
249,1.50,0.0003
766,1.50,0.0003
958,1.50,0.0003
philip,1.50,0.0003
394,1.50,0.0003
chaileir,1.50,0.0003
kyle,1.50,0.0003
nel,1.50,0.0003
vaughan,1.50,0.0003
393,1.50,0.0003
brady,1.50,0.0003
bobby,1.50,0.0003
7979,1.50,0.0003
0123,1.50,0.0003
016,1.50,0.0003
3edc,1.50,0.0003
il,1.50,0.0003
stella,1.50,0.0003
amm,1.50,0.0003
2600,1.50,0.0003
0530,1.50,0.0003
pr,1.50,0.0003
ya,1.50,0.0003
153,1.50,0.0003
822,1.50,0.0003
taz,1.50,0.0003
7269,1.50,0.0003
danny,1.50,0.0003
el,1.50,0.0003
148,1.50,0.0003
keith,1.50,0.0003
114,1.50,0.0003
284,1.50,0.0003
495,1.50,0.0003
51992,1.50,0.0003
1994,1.50,0.0003
jk,1.50,0.0003
how,1.50,0.0003
384,1.50,0.0003
1910,1.50,0.0003
kane,1.50,0.0003
ha,1.50,0.0003
za,1.50,0.0003
mn,1.50,0.0003
%i,1.00,0.0002
steveol,1.00,0.0002
chotzi,1.00,0.0002
2512,1.00,0.0002
lb2512,1.00,0.0002
lb,1.00,0.0002
mekola,1.00,0.0002
sassy,1.00,0.0002
ldeon,1.00,0.0002
demo,1.00,0.0002
sarwar90034,1.00,0.0002
sarwar,1.00,0.0002
90034,1.00,0.0002
jbmeow,1.00,0.0002
gschwaid,1.00,0.0002
5168,1.00,0.0002
8868,1.00,0.0002
krp,1.00,0.0002
jessie,1.00,0.0002
brianmakely,1.00,0.0002
boomer,1.00,0.0002
blimey,1.00,0.0002
ochlich,1.00,0.0002
lulu,1.00,0.0002
akatsoufis,1.00,0.0002
umwalid,1.00,0.0002
wednesday,1.00,0.0002
eklbc,1.00,0.0002
michellemizal,1.00,0.0002
mayilly,1.00,0.0002
patches,1.00,0.0002
joannavaughn,1.00,0.0002
wattoo,1.00,0.0002
monet,1.00,0.0002
kev2012,1.00,0.0002
wordlogix,1.00,0.0002
opus,1.00,0.0002
opus30,1.00,0.0002
beejeepers,1.00,0.0002
moose1980,1.00,0.0002
hperry,1.00,0.0002
eberry,1.00,0.0002
tomas,1.00,0.0002
hooligan,1.00,0.0002
jenjim,1.00,0.0002
jenjim24,1.00,0.0002
jessicaness,1.00,0.0002
fpatrum,1.00,0.0002
carlin,1.00,0.0002
cardmsg,1.00,0.0002
deepsixdave,1.00,0.0002
deriese,1.00,0.0002
mollybench,1.00,0.0002
5655,1.00,0.0002
prncssmn,1.00,0.0002
prncssmn7,1.00,0.0002
mcaughtry,1.00,0.0002
talyre,1.00,0.0002
nolacail,1.00,0.0002
3030,1.00,0.0002
rejoue,1.00,0.0002
0603,1.00,0.0002
ekn0603,1.00,0.0002
ekn,1.00,0.0002
sidik,1.00,0.0002
lindaf,1.00,0.0002
itaca,1.00,0.0002
itaca72,1.00,0.0002
andeana,1.00,0.0002
lrlopez,1.00,0.0002
stick,1.00,0.0002
kgf,1.00,0.0002
751,1.00,0.0002
teccomix,1.00,0.0002
bhavsar,1.00,0.0002
boomink,1.00,0.0002
sonism,1.00,0.0002
wtcqd,1.00,0.0002
coco24,1.00,0.0002
baddog,1.00,0.0002
0487,1.00,0.0002
rgjte,1.00,0.0002
brandy,1.00,0.0002
rook,1.00,0.0002
torconsult,1.00,0.0002
winslow,1.00,0.0002
rwilson,1.00,0.0002
franschaper,1.00,0.0002
digsville,1.00,0.0002
debchakra,1.00,0.0002
128317,1.00,0.0002
zerbe,1.00,0.0002
mejeff,1.00,0.0002
aorowe,1.00,0.0002
cpsabuse,1.00,0.0002
gracedetroit,1.00,0.0002
attributor,1.00,0.0002
agnalus,1.00,0.0002
harles,1.00,0.0002
thebomb,1.00,0.0002
jensyd,1.00,0.0002
budo,1.00,0.0002
donny,1.00,0.0002
novosoft,1.00,0.0002
2293,1.00,0.0002
mkjet,1.00,0.0002
daveh,1.00,0.0002
makanda,1.00,0.0002
ratan,1.00,0.0002
humpy,1.00,0.0002
johnmeyermedia,1.00,0.0002
sajimp,1.00,0.0002
chatterjee,1.00,0.0002
sanjose,1.00,0.0002
veramar,1.00,0.0002
daisyemd,1.00,0.0002
2hunter,1.00,0.0002
suzy,1.00,0.0002
theodora,1.00,0.0002
radomarz,1.00,0.0002
sof,1.00,0.0002
ledger,1.00,0.0002
btjoejoe,1.00,0.0002
luthien,1.00,0.0002
mixpix,1.00,0.0002
vijay,1.00,0.0002
zally,1.00,0.0002
srabanis,1.00,0.0002
timberdan,1.00,0.0002
nozart,1.00,0.0002
robdani1997,1.00,0.0002
robdani,1.00,0.0002
rayeal,1.00,0.0002
kimsti,1.00,0.0002
atnbds,1.00,0.0002
naomi,1.00,0.0002
veaney,1.00,0.0002
iobehmom,1.00,0.0002
starsystem,1.00,0.0002
sabah,1.00,0.0002
nodarsej,1.00,0.0002
jbaker,1.00,0.0002
3987,1.00,0.0002
frannick,1.00,0.0002
kiffani,1.00,0.0002
hm,1.00,0.0002
collie,1.00,0.0002
4au,1.00,0.0002
rm4au34,1.00,0.0002
shellioli,1.00,0.0002
ivan,1.00,0.0002
6598,1.00,0.0002
manihi,1.00,0.0002
shockney,1.00,0.0002
kendrumm,1.00,0.0002
cdools,1.00,0.0002
boweeb,1.00,0.0002
charlie,1.00,0.0002
shikha,1.00,0.0002
vickib,1.00,0.0002
bilantos,1.00,0.0002
debroy,1.00,0.0002
debroy13,1.00,0.0002
koenig,1.00,0.0002
sharman,1.00,0.0002
phoebe,1.00,0.0002
madrox,1.00,0.0002
epochtimes,1.00,0.0002
sumana,1.00,0.0002
anweshak,1.00,0.0002
kimeshaj,1.00,0.0002
8ful,1.00,0.0002
npf,1.00,0.0002
jdsckdak,1.00,0.0002
ketcre,1.00,0.0002
28705,1.00,0.0002
hometown,1.00,0.0002
lixa,1.00,0.0002
justthe,1.00,0.0002
2ofus,1.00,0.0002
gofishing,1.00,0.0002
tuklu19,1.00,0.0002
tuklu,1.00,0.0002
meliara80,1.00,0.0002
meliara,1.00,0.0002
ilovemahua,1.00,0.0002
yiu,1.00,0.0002
nolt,1.00,0.0002
westfamily,1.00,0.0002
marco,1.00,0.0002
iamplify,1.00,0.0002
lewispr,1.00,0.0002
132,1.00,0.0002
kanandi,1.00,0.0002
johnston,1.00,0.0002
taxrice,1.00,0.0002
tanoosh,1.00,0.0002
barbara,1.00,0.0002
sodaboy,1.00,0.0002
tpennetta,1.00,0.0002
svidern,1.00,0.0002
shedevil,1.00,0.0002
shedevil58,1.00,0.0002
shebee,1.00,0.0002
theshadow,1.00,0.0002
1914,1.00,0.0002
suzannta,1.00,0.0002
diboyd,1.00,0.0002
disney,1.00,0.0002
sifr,1.00,0.0002
4008,1.00,0.0002
cherjohn,1.00,0.0002
cherjohn4,1.00,0.0002
jha,1.00,0.0002
1369,1.00,0.0002
michlee7,1.00,0.0002
michlee,1.00,0.0002
danaeeb,1.00,0.0002
kaitlinn,1.00,0.0002
counsellor,1.00,0.0002
myduchess,1.00,0.0002
jtlegend,1.00,0.0002
ngk,1.00,0.0002
randy,1.00,0.0002
murff,1.00,0.0002
zboyx1414,1.00,0.0002
zboyx,1.00,0.0002
sabel,1.00,0.0002
scarico,1.00,0.0002
rohtakreporter,1.00,0.0002
390,1.00,0.0002
diva,1.00,0.0002
poleglass,1.00,0.0002
roxannepoling,1.00,0.0002
demos,1.00,0.0002
3115,1.00,0.0002
te,1.00,0.0002
eas,1.00,0.0002
britt,1.00,0.0002
stephe,1.00,0.0002
object,1.00,0.0002
object8,1.00,0.0002
djkowboy,1.00,0.0002
pak,1.00,0.0002
simeon,1.00,0.0002
simeon03,1.00,0.0002
lionheart,1.00,0.0002
lionheart23,1.00,0.0002
berd0016,1.00,0.0002
berd,1.00,0.0002
danaweb,1.00,0.0002
daphwho,1.00,0.0002
comsal,1.00,0.0002
tammi,1.00,0.0002
tracey,1.00,0.0002
psb,1.00,0.0002
captec,1.00,0.0002
godfather,1.00,0.0002
cysy,1.00,0.0002
jrtucker,1.00,0.0002
golf,1.00,0.0002
minkmink,1.00,0.0002
mandi,1.00,0.0002
68591,1.00,0.0002
scents,1.00,0.0002
revathi,1.00,0.0002
slantoflight,1.00,0.0002
slantoflight1,1.00,0.0002
meg8337,1.00,0.0002
8337,1.00,0.0002
shabogrp,1.00,0.0002
mounts,1.00,0.0002
peace,1.00,0.0002
lgiargiana,1.00,0.0002
stank,1.00,0.0002
jolan,1.00,0.0002
643,1.00,0.0002
mertjim,1.00,0.0002
jennabrock,1.00,0.0002
isis,1.00,0.0002
wyatt,1.00,0.0002
kasie,1.00,0.0002
babbsrn,1.00,0.0002
acute,1.00,0.0002
adele,1.00,0.0002
amyjogill,1.00,0.0002
ic,1.00,0.0002
usmanzali,1.00,0.0002
radl,1.00,0.0002
bomboozle,1.00,0.0002
touch,1.00,0.0002
bubbers,1.00,0.0002
oneglia,1.00,0.0002
blurp,1.00,0.0002
blurp16,1.00,0.0002
lulab,1.00,0.0002
bioch,1.00,0.0002
bioch150,1.00,0.0002
mscbell,1.00,0.0002
wallysound,1.00,0.0002
amymisha,1.00,0.0002
jmhren,1.00,0.0002
8105,1.00,0.0002
3377,1.00,0.0002
dahniecia,1.00,0.0002
rumbero,1.00,0.0002
cristy,1.00,0.0002
frances,1.00,0.0002
4o,1.00,0.0002
breezy4o,1.00,0.0002
breezy,1.00,0.0002
orla,1.00,0.0002
mrobbo,1.00,0.0002
mrobbo887,1.00,0.0002
eag,1.00,0.0002
eag235,1.00,0.0002
jaimee,1.00,0.0002
timmons,1.00,0.0002
tamigo,1.00,0.0002
myfree,1.00,0.0002
staci,1.00,0.0002
rintintin,1.00,0.0002
service,1.00,0.0002
1820,1.00,0.0002
miranda,1.00,0.0002
pxybug,1.00,0.0002
gjohnson5622,1.00,0.0002
5622,1.00,0.0002
gjohnson,1.00,0.0002
lpaulsen,1.00,0.0002
1951,1.00,0.0002
8032,1.00,0.0002
zasoza,1.00,0.0002
75001,1.00,0.0002
bandbo,1.00,0.0002
petra,1.00,0.0002
kirby,1.00,0.0002
parthesh,1.00,0.0002
tamela,1.00,0.0002
nm,1.00,0.0002
asanchez,1.00,0.0002
rathi,1.00,0.0002
tastyblend,1.00,0.0002
tynika,1.00,0.0002
bessnet,1.00,0.0002
zirete,1.00,0.0002
tita,1.00,0.0002
1826,1.00,0.0002
lexmark,1.00,0.0002
bishop,1.00,0.0002
janelang,1.00,0.0002
2poohs,1.00,0.0002
fancee,1.00,0.0002
stlouis,1.00,0.0002
geoff,1.00,0.0002
elsewhen,1.00,0.0002
4205,1.00,0.0002
angenda,1.00,0.0002
doct1400,1.00,0.0002
doct,1.00,0.0002
batguys,1.00,0.0002
gcpmusic,1.00,0.0002
johnrobinm,1.00,0.0002
softrax,1.00,0.0002
blackfrog,1.00,0.0002
kinkellyelectronics,1.00,0.0002
6084681,1.00,0.0002
ms6084681,1.00,0.0002
44944,1.00,0.0002
9197,1.00,0.0002
jamaica,1.00,0.0002
shekar,1.00,0.0002
justine,1.00,0.0002
trouble,1.00,0.0002
nissan1223,1.00,0.0002
aabk,1.00,0.0002
aabk2003,1.00,0.0002
ronda,1.00,0.0002
ronda18,1.00,0.0002
braycoch,1.00,0.0002
9626,1.00,0.0002
hajera,1.00,0.0002
starbell,1.00,0.0002
anjrhitched,1.00,0.0002
rweber,1.00,0.0002
logger,1.00,0.0002
ttc,1.00,0.0002
suswato,1.00,0.0002
plumwish,1.00,0.0002
plumwish07,1.00,0.0002
taruha,1.00,0.0002
pitt,1.00,0.0002
vishal,1.00,0.0002
vishal_pitt,1.00,0.0002
damo,1.00,0.0002
2786,1.00,0.0002
cawhitlock,1.00,0.0002
changezi,1.00,0.0002
517,1.00,0.0002
kzhu,1.00,0.0002
jmagaldino,1.00,0.0002
3287,1.00,0.0002
adsissy,1.00,0.0002
fitspecs,1.00,0.0002
brunjes,1.00,0.0002
dlpritch,1.00,0.0002
samson,1.00,0.0002
calames,1.00,0.0002
laquint,1.00,0.0002
larkspur,1.00,0.0002
morena,1.00,0.0002
091,1.00,0.0002
dougralf,1.00,0.0002
ruay,1.00,0.0002
kellyhale,1.00,0.0002
olazaran,1.00,0.0002
bsrzi,1.00,0.0002
2232,1.00,0.0002
0128,1.00,0.0002
conno,1.00,0.0002
1334,1.00,0.0002
wahoo65cavs,1.00,0.0002
cavs,1.00,0.0002
wahoo,1.00,0.0002
paulpaul,1.00,0.0002
webber,1.00,0.0002
zote,1.00,0.0002
guerillapr,1.00,0.0002
11211,1.00,0.0002
firstrain,1.00,0.0002
brenton,1.00,0.0002
dheeraj,1.00,0.0002
spig,1.00,0.0002
kortni,1.00,0.0002
lilmsmooody,1.00,0.0002
3237,1.00,0.0002
saggu,1.00,0.0002
wiccababy2000,1.00,0.0002
wiccababy,1.00,0.0002
0p,1.00,0.0002
sebin,1.00,0.0002
rachus,1.00,0.0002
burke,1.00,0.0002
sdeleo,1.00,0.0002
grymss,1.00,0.0002
blazerc123,1.00,0.0002
blazerc,1.00,0.0002
freyja,1.00,0.0002
alyse,1.00,0.0002
1163,1.00,0.0002
dip,1.00,0.0002
sunflower,1.00,0.0002
pumpkinpie,1.00,0.0002
boranloyal,1.00,0.0002
3700,1.00,0.0002
4198,1.00,0.0002
2456,1.00,0.0002
bri,1.00,0.0002
454647,1.00,0.0002
xstaticpr,1.00,0.0002
3363,1.00,0.0002
favrd1,1.00,0.0002
favrd,1.00,0.0002
dimdig,1.00,0.0002
smoothy,1.00,0.0002
140916,1.00,0.0002
wordcom,1.00,0.0002
yukie,1.00,0.0002
yukie4me,1.00,0.0002
anakin,1.00,0.0002
kavita,1.00,0.0002
macss,1.00,0.0002
22321,1.00,0.0002
shobha,1.00,0.0002
352,1.00,0.0002
brittanybreaks,1.00,0.0002
batman,1.00,0.0002
marycath,1.00,0.0002
noaqam,1.00,0.0002
0110,1.00,0.0002
laqua,1.00,0.0002
wilsonmg,1.00,0.0002
flo,1.00,0.0002
ga,1.00,0.0002
javier,1.00,0.0002
arunabadre,1.00,0.0002
joander,1.00,0.0002
616,1.00,0.0002
fender099,1.00,0.0002
fender,1.00,0.0002
volcan,1.00,0.0002
9454,1.00,0.0002
juandoe,1.00,0.0002
336,1.00,0.0002
rajuell,1.00,0.0002
marice,1.00,0.0002
caradine,1.00,0.0002
myfuzzy,1.00,0.0002
bowe,1.00,0.0002
corie,1.00,0.0002
outside,1.00,0.0002
macasaet,1.00,0.0002
82802,1.00,0.0002
4given,1.00,0.0002
epmd,1.00,0.0002
alicia,1.00,0.0002
brandopolis,1.00,0.0002
3100,1.00,0.0002
augie,1.00,0.0002
bigmac,1.00,0.0002
mcfame,1.00,0.0002
3009,1.00,0.0002
pennenberg,1.00,0.0002
44128,1.00,0.0002
marierobertson,1.00,0.0002
merrin,1.00,0.0002
53183,1.00,0.0002
mp53183,1.00,0.0002
magesh,1.00,0.0002
gwilly,1.00,0.0002
lv,1.00,0.0002
gambling,1.00,0.0002
cuhfs,1.00,0.0002
ashvin,1.00,0.0002
diogo,1.00,0.0002
raghav,1.00,0.0002
fresh,1.00,0.0002
1707,1.00,0.0002
496,1.00,0.0002
3162,1.00,0.0002
477,1.00,0.0002
caronya,1.00,0.0002
meldaw,1.00,0.0002
meldaw95,1.00,0.0002
jakelee,1.00,0.0002
5515,1.00,0.0002
notorious,1.00,0.0002
feinx,1.00,0.0002
jaelma,1.00,0.0002
tilang,1.00,0.0002
trey,1.00,0.0002
path,1.00,0.0002
shonta,1.00,0.0002
7941,1.00,0.0002
0133,1.00,0.0002
2045,1.00,0.0002
9923,1.00,0.0002
walter,1.00,0.0002
fausty,1.00,0.0002
gail,1.00,0.0002
gutierrez,1.00,0.0002
maths,1.00,0.0002
ill,1.00,0.0002
realestateexpress,1.00,0.0002
salazar,1.00,0.0002
jambo,1.00,0.0002
chrispeck,1.00,0.0002
cascogirl,1.00,0.0002
casadia,1.00,0.0002
towson,1.00,0.0002
denise612,1.00,0.0002
daneja,1.00,0.0002
nifty,1.00,0.0002
besneevly,1.00,0.0002
triangleus,1.00,0.0002
spearfish,1.00,0.0002
theoden,1.00,0.0002
marooncar,1.00,0.0002
0605,1.00,0.0002
lilsolo,1.00,0.0002
lilsolo91,1.00,0.0002
sanduni,1.00,0.0002
fenix,1.00,0.0002
hurley,1.00,0.0002
luna,1.00,0.0002
jz,1.00,0.0002
banzbeez,1.00,0.0002
132527,1.00,0.0002
kylerust,1.00,0.0002
0429,1.00,0.0002
1161,1.00,0.0002
dancer,1.00,0.0002
deanna,1.00,0.0002
phitlee,1.00,0.0002
cdp,1.00,0.0002
mamamia,1.00,0.0002
ghost,1.00,0.0002
hawaii,1.00,0.0002
liwaywayc,1.00,0.0002
jbgal,1.00,0.0002
ondaset,1.00,0.0002
8195,1.00,0.0002
kbrand01,1.00,0.0002
kbrand,1.00,0.0002
kimmybr,1.00,0.0002
meeracles,1.00,0.0002
voi,1.00,0.0002
zero,1.00,0.0002
1260,1.00,0.0002
pkcdt,1.00,0.0002
cs,1.00,0.0002
none,1.00,0.0002
6301,1.00,0.0002
nuvybe,1.00,0.0002
pnm,1.00,0.0002
fati,1.00,0.0002
9155,1.00,0.0002
mahendra,1.00,0.0002
evg,1.00,0.0002
evg103,1.00,0.0002
268,1.00,0.0002
banybany,1.00,0.0002
overkill,1.00,0.0002
suzycruz,1.00,0.0002
marymary,1.00,0.0002
166,1.00,0.0002
violet,1.00,0.0002
kagle,1.00,0.0002
red,1.00,0.0002
henry,1.00,0.0002
ceka,1.00,0.0002
feinequine,1.00,0.0002
ebenzoni,1.00,0.0002
kiaife,1.00,0.0002
jdcwlw,1.00,0.0002
kiki,1.00,0.0002
akarijai,1.00,0.0002
kriz,1.00,0.0002
0815,1.00,0.0002
8681,1.00,0.0002
408,1.00,0.0002
cherryred,1.00,0.0002
12546,1.00,0.0002
encanta,1.00,0.0002
petalac,1.00,0.0002
232,1.00,0.0002
mandie,1.00,0.0002
carroll,1.00,0.0002
kaiser,1.00,0.0002
victoria,1.00,0.0002
574,1.00,0.0002
rip2006,1.00,0.0002
rocky,1.00,0.0002
skip,1.00,0.0002
kdutter,1.00,0.0002
capper,1.00,0.0002
yolanda,1.00,0.0002
ladamion,1.00,0.0002
chains,1.00,0.0002
rachet,1.00,0.0002
jojo,1.00,0.0002
herwe,1.00,0.0002
gandhi,1.00,0.0002
cara,1.00,0.0002
9175,1.00,0.0002
cara9175,1.00,0.0002
assoccontent,1.00,0.0002
keshpot,1.00,0.0002
deblrd,1.00,0.0002
4xor,1.00,0.0002
dleake,1.00,0.0002
cari324,1.00,0.0002
cari,1.00,0.0002
45592,1.00,0.0002
stanford,1.00,0.0002
magnvs,1.00,0.0002
iverson,1.00,0.0002
renu,1.00,0.0002
nightwing,1.00,0.0002
britta,1.00,0.0002
raven,1.00,0.0002
0u,1.00,0.0002
madcat,1.00,0.0002
mesha,1.00,0.0002
medummadhuri,1.00,0.0002
smacke,1.00,0.0002
tx,1.00,0.0002
12989,1.00,0.0002
ssumpter2,1.00,0.0002
ssumpter,1.00,0.0002
41404,1.00,0.0002
noreen,1.00,0.0002
oceannotary,1.00,0.0002
maskmanmikep,1.00,0.0002
ahmeng,1.00,0.0002
ahmeng28,1.00,0.0002
30238,1.00,0.0002
eurico,1.00,0.0002
lvoza,1.00,0.0002
2043,1.00,0.0002
zw,1.00,0.0002
grizzly,1.00,0.0002
mathis,1.00,0.0002
njoycjoy,1.00,0.0002
amonga,1.00,0.0002
2717,1.00,0.0002
zayd,1.00,0.0002
thea,1.00,0.0002
nadia,1.00,0.0002
601,1.00,0.0002
adarsh,1.00,0.0002
medumlatha,1.00,0.0002
3ory,1.00,0.0002
gre3ory,1.00,0.0002
gre,1.00,0.0002
carle,1.00,0.0002
luckey,1.00,0.0002
bigbob,1.00,0.0002
nelly,1.00,0.0002
2130,1.00,0.0002
moonglade,1.00,0.0002
houdy,1.00,0.0002
sciline,1.00,0.0002
adrenalin,1.00,0.0002
shriganesh,1.00,0.0002
1320,1.00,0.0002
3591552,1.00,0.0002
zane3591552,1.00,0.0002
zane,1.00,0.0002
purdy,1.00,0.0002
